ticker,name,market
196170,알테오젠,KOSDAQ
247540,에코프로비엠,KOSDAQ
028300,HLB,KOSDAQ
086520,에코프로,KOSDAQ
277810,레인보우로보틱스,KOSDAQ
000250,삼천당제약,KOSDAQ
141080,리가켐바이오,KOSDAQ
145020,휴젤,KOSDAQ
214150,클래시스,KOSDAQ
058470,리노공업,KOSDAQ
214450,파마리서치,KOSDAQ
035900,JYP Ent.,KOSDAQ
950160,코오롱티슈진,KOSDAQ
348370,엔켐,KOSDAQ
403870,HPSP,KOSDAQ
041510,에스엠,KOSDAQ
068760,셀트리온제약,KOSDAQ
087010,펩트론,KOSDAQ
263750,펄어비스,KOSDAQ
065350,신성델타테크,KOSDAQ
257720,실리콘투,KOSDAQ
310210,보로노이,KOSDAQ
298380,에이비엘바이오,KOSDAQ
039030,이오테크닉스,KOSDAQ
328130,루닛,KOSDAQ
036930,주성엔지니어링,KOSDAQ
089030,테크윙,KOSDAQ
078600,대주전자재료,KOSDAQ
237690,에스티팜,KOSDAQ
095340,ISC,KOSDAQ
357780,솔브레인,KOSDAQ
140860,파크시스템스,KOSDAQ
253450,스튜디오드래곤,KOSDAQ
214370,케어젠,KOSDAQ
005290,동진쎄미켐,KOSDAQ
204270,제이앤티씨,KOSDAQ
293490,카카오게임즈,KOSDAQ
178320,서진시스템,KOSDAQ
035760,CJ ENM,KOSDAQ
018290,브이티,KOSDAQ
112040,위메이드,KOSDAQ
240810,원익IPS,KOSDAQ
281740,레이크머티리얼즈,KOSDAQ
042000,카페24,KOSDAQ
067630,HLB생명과학,KOSDAQ
082270,젬백스,KOSDAQ
098460,고영,KOSDAQ
096530,씨젠,KOSDAQ
067160,SOOP,KOSDAQ
007390,네이처셀,KOSDAQ
137400,피엔티,KOSDAQ
122870,와이지엔터테인먼트,KOSDAQ
195940,HK이노엔,KOSDAQ
376300,디어유,KOSDAQ
160190,하이젠알앤엠,KOSDAQ
084370,유진테크,KOSDAQ
161580,필옵틱스,KOSDAQ
232140,와이씨,KOSDAQ
039200,오스코텍,KOSDAQ
064760,티씨케이,KOSDAQ
031980,피에스케이홀딩스,KOSDAQ
225570,넥슨게임즈,KOSDAQ
086900,메디톡스,KOSDAQ
078130,국일제지,KOSDAQ
121600,나노신소재,KOSDAQ
323280,태성,KOSDAQ
058970,엠로,KOSDAQ
053800,안랩,KOSDAQ
417200,LS머트리얼즈,KOSDAQ
047920,HLB제약,KOSDAQ
140410,메지온,KOSDAQ
440110,파두,KOSDAQ
115450,HLB테라퓨틱스,KOSDAQ
388720,유일로보틱스,KOSDAQ
213420,덕산네오룩스,KOSDAQ
226950,올릭스,KOSDAQ
036830,솔브레인홀딩스,KOSDAQ
067310,하나마이크론,KOSDAQ
317330,덕산테코피아,KOSDAQ
051980,중앙첨단소재,KOSDAQ
056190,에스에프에이,KOSDAQ
014620,성광벤드,KOSDAQ
101730,위메이드맥스,KOSDAQ
086450,동국제약,KOSDAQ
475830,오름테라퓨틱,KOSDAQ
101490,에스앤에스텍,KOSDAQ
383310,에코프로에이치엔,KOSDAQ
085660,차바이오텍,KOSDAQ
166090,하나머티리얼즈,KOSDAQ
025900,동화기업,KOSDAQ
358570,지아이이노베이션,KOSDAQ
033100,제룡전기,KOSDAQ
222080,씨아이에스,KOSDAQ
083650,비에이치아이,KOSDAQ
131970,두산테스나,KOSDAQ
058610,에스피지,KOSDAQ
460930,현대힘스,KOSDAQ
033500,동성화인텍,KOSDAQ
340570,티앤엘,KOSDAQ
피에스케이,319660,KOSDAQ
하림지주,003380,KOSDAQ
가온칩스,399720,KOSDAQ
심텍,222800,KOSDAQ
포스코엠텍,009520,KOSDAQ
비츠로셀,082920,KOSDAQ
컴투스,078340,KOSDAQ
디앤디파마텍,347850,KOSDAQ
바이넥스,053030,KOSDAQ
SFA반도체,036540,KOSDAQ
제주반도체,080220,KOSDAQ
쎄트렉아이,099320,KOSDAQ
태광,023160,KOSDAQ
넥스틴,348210,KOSDAQ
이녹스첨단소재,272290,KOSDAQ
LS마린솔루션,060370,KOSDAQ
원익QnC,074600,KOSDAQ
원텍,336570,KOSDAQ
우리기술투자,041190,KOSDAQ
퓨쳐켐,220100,KOSDAQ
한글과컴퓨터,030520,KOSDAQ
티에스이,131290,KOSDAQ
아난티,025980,KOSDAQ
펌텍코리아,251970,KOSDAQ
네오셈,253590,KOSDAQ
엘앤씨바이오,290650,KOSDAQ
현대바이오,048410,KOSDAQ
에코앤드림,101360,KOSDAQ
시노펙스,025320,KOSDAQ
에스티큐브,052020,KOSDAQ
코스메카코리아,241710,KOSDAQ
성일하이텍,365340,KOSDAQ
에프에스티,036810,KOSDAQ
